mode,radius,target_source_snr,arm,method,sites,threshold,recoveries,mean_search_snr,median_search_snr,mean_center_snr,mean_localization_error_pixels,median_relative_contrast_error,relative_contrast_error_scatter,mean_positive_minus_baseline_throughput
125,7.5,5.0,frozen,radial_hann_m0p1_clip0p75,6,2.157985210418701,6,5.85922114054362,5.589525461196899,5.734551986058553,0.3333333333333333,0.039772397367700114,0.16289409345699218,0.9686899204477634
125,7.5,5.0,frozen,radial_hann_m0p1_clip1p0,6,2.1664199829101562,6,5.902227560679118,5.676878213882446,5.7694863478342695,0.3333333333333333,0.031121535164042067,0.16366153983728762,0.9690033230385361
125,7.5,5.0,frozen,radial_hann_m0p1_trunc0p5,6,2.0346367359161377,6,5.744554917017619,5.549907922744751,5.634893496831258,0.3333333333333333,0.03421444774295626,0.1729594222416067,0.9689675252589591
125,7.5,5.0,frozen,radial_hann_m0p1_trunc0p75,6,2.1617302894592285,6,6.0391199588775635,5.909573316574097,5.86895211537679,0.3333333333333333,0.011335271826271164,0.1605604393861947,0.9697314662427478
125,7.5,5.0,frozen,radial_hann_m0p1_trunc1p0,6,2.228389024734497,6,5.975742181142171,5.894843578338623,5.777457396189372,0.6666666666666666,-0.0036720529007989583,0.1697322242436156,0.9700798471559468
125,7.5,5.0,refit,raw_rectangular_m0p3,6,2.2392499446868896,6,5.902754942576091,5.5502989292144775,5.7914605140686035,0.3333333333333333,0.029633417092783138,0.16241980751472168,0.9683855894624996
125,7.5,5.0,refit,radial_hann_m0p1_full,6,2.3741681575775146,6,5.798775911331177,5.372494459152222,5.6932962735493975,0.3333333333333333,0.04473048340854753,0.14098359546188421,0.9635641584426361
125,7.5,5.0,refit,radial_hann_m0p1_clip0p5,6,2.22940993309021,6,5.776785373687744,5.438122272491455,5.682322422663371,0.16666666666666666,0.04286093973642193,0.1541054239242299,0.9648591295902543
125,7.5,5.0,refit,radial_hann_m0p1_clip0p75,6,2.157985210418701,6,5.823702176411946,5.528550386428833,5.721042315165202,0.3333333333333333,0.03814830540288166,0.15697279509739612,0.9654675949906752
125,7.5,5.0,refit,radial_hann_m0p1_clip1p0,6,2.1664199829101562,6,5.869373798370361,5.603593587875366,5.758403380711873,0.3333333333333333,0.02957260265830243,0.15805144016160003,0.9662347936901831
125,7.5,5.0,refit,radial_hann_m0p1_trunc0p5,6,2.0346367359161377,6,5.728624661763509,5.567142963409424,5.61368989944458,0.16666666666666666,0.03256987964709657,0.1706759003332011,0.9644796291821804
125,7.5,5.0,refit,radial_hann_m0p1_trunc0p75,6,2.1617302894592285,6,6.011295557022095,5.849538564682007,5.858221371968587,0.3333333333333333,0.010899258976186838,0.1561129886195212,0.9671077248160994
125,7.5,5.0,refit,radial_hann_m0p1_trunc1p0,6,2.228389024734497,6,5.954488913218181,5.84908390045166,5.777356306711833,0.5,-0.005780450100046741,0.16614597526970382,0.9693639571777167
125,7.5,7.0,frozen,native,6,3.525679111480713,5,4.832717259724935,5.285155773162842,3.6618491609891257,1.0,-0.028710407166398864,0.207325293655746,0.9506408908151459
125,7.5,7.0,frozen,gaussian_fwhm2p4,6,3.142791271209717,6,6.439215898513794,6.653622388839722,5.858295321464539,0.8333333333333334,-0.1125861274206276,0.2243028201356313,0.94554641432959
125,7.5,7.0,frozen,gaussian_fwhm3p0,6,2.886119842529297,6,6.444049755732219,6.444849252700806,6.077008008956909,0.5,-0.1119432148499865,0.22883544483235718,0.9455680703017605
125,7.5,7.0,frozen,gaussian_fwhm3p6,6,2.5519919395446777,6,6.085784196853638,5.902343988418579,5.856517950693767,0.3333333333333333,-0.10019410820321473,0.23766988065235325,0.9467175247079105
125,7.5,7.0,frozen,gaussian_fwhm4p2,6,2.4404494762420654,6,5.471384525299072,5.3784730434417725,5.300091822942098,0.3333333333333333,-0.09121243835714746,0.2540100526136104,0.9502403166214557
125,7.5,7.0,frozen,exact_identity,6,1.8215569257736206,6,7.261086384455363,6.854143142700195,7.112982670466105,0.3333333333333333,-0.02396671128329496,0.12216420019475338,0.9452880657492448
125,7.5,7.0,frozen,sparse_identity,6,2.0639166831970215,6,7.020896116892497,6.852814674377441,6.953063170115153,0.16666666666666666,-0.05122962966198603,0.1415774531746278,0.9461991610584931
125,7.5,7.0,frozen,exact_identity_lpf1p8,6,1.9561721086502075,6,7.190243085225423,6.8356523513793945,7.0658213297526045,0.16666666666666666,-0.032038890109877594,0.12552268448611106,0.9443324743265795
125,7.5,7.0,frozen,exact_identity_lpf2p7,6,2.249215841293335,6,7.101752360661824,6.910736322402954,6.982282320658366,0.16666666666666666,-0.039798345305512906,0.12564174261694813,0.9429120962350961
125,7.5,7.0,frozen,exact_isotropic_fitted_mean,6,1.790679931640625,6,7.395049095153809,7.075588226318359,7.230409542719523,0.5,-0.018837179885731373,0.1209255609879186,0.9452880653565335
125,7.5,7.0,frozen,raw_rectangular_m0p3,6,2.2392499446868896,6,7.384581168492635,6.974632740020752,7.258824427922566,0.5,-0.008504474553746828,0.12093725723149197,0.9457645739786563
125,7.5,7.0,frozen,radial_hann_m0p1_full,6,2.3741681575775146,6,7.340324958165486,6.9371020793914795,7.147436618804932,0.5,0.005279930110124342,0.11112251140955862,0.9438244575126307
125,7.5,7.0,frozen,radial_hann_m0p1_clip0p5,6,2.22940993309021,6,7.308686176935832,7.001587867736816,7.140782356262207,0.5,0.002186588339881723,0.11944363062311326,0.9447995001182211
